id;relation;entity1;id1;entity2;id2
854;postar mensagens;4455;Lucas Valença;5680;presidente Dilma Rousseff
855;precisaria apoio;4394;Dilma;27;PMDB
856;precisaria apoio;11367;Dilma;27;PMDB
857;precisaria apoio;10305;Dilma;27;PMDB
858;precisava autorização;24;Dilma;80;Congresso
859;preferida presidente;55;MPF;4394;Dilma Rousseff
860;preocupado ação;271;Dilma;314;TSE
861;prepara julgar;18;Senado;1999;Dilma Roussef
862;prepara julgar;657;Corte;7874;Dilma Rousseff
863;preservar direitos;18;Senado;4394;presidente Dilma Rousseff
864;prestado campanha;101;Lava Jato;7874;Dilma
865;prestando plenário;1999;Dilma;18;Senado
866;prestar apoio;6;Brasília;5680;Dilma
867;prestar operação;4394;Dilma Rousseff;101;Lava Jato
868;pretende comparecer;4394;Dilma;18;Senado
869;pretende defesa;2123;Tribunal Federal;7874;Dilma.
870;pretende mudar;1409;Dilma;202;Porto Alegre
871;pretende mudar;1861;Dilma;202;Porto Alegre
872;prever julgamento;28;AL;7296;Dilma
873;prevista semana;241;quórum;24;Dilma Rousseff
874;previsto;1409;Dilma;72;Constituição
875;previsto;4394;Dilma Rousseff;72;Constituição
876;previsto;7874;Dilma;72;Constituição
877;previsto;4;Dilma;72;Constituição
878;previsto depoimento;80;Congresso Nacional.;4;Dilma
879;previsto governo;2959;Moreira Franco;4394;Dilma
880;prevê;510;Lewandowski;7296;Dilma
881;privilegiado presidenta;4394;Dilma Rousseff;3362;República
882;procurou defesa;10778;G1;10305;Dilma Rousseff
883;procurou imprensa;7972;G1;7874;Dilma
884;proferida plenário;851;Presidente Dilma;15;Câmara
885;prometem recorrer;24;Dilma;211;STF. Acompanhe
886;pronunciam afastamento;82;Eduardo Cunha;1999;Dilma Rousseff
887;pronunciar decisão;7874;Dilma Rousseff;18;Senado
888;pronunciasse;1999;Dilma;510;Lewandowski
889;pronunciasse;7874;Dilma;510;Lewandowski
890;propondo contribuição;271;Dilma Rousseff;2238;Movimentação Financeira
891;propôs;7874;Dilma;80;Congresso
892;protestar frente;7874;Dilma Rousseff;134;Palácio
893;protestar frente;11367;Dilma Rousseff;134;Palácio
894;protestar impeachment;80;Congresso;4394;Dilma
895;protestar impeachment;4277;Paraná;7874;Dilma Rousseff
896;protestaram impeachment;90;Gramado;24;Dilma Rousseff
897;protestavam;11367;Dilma Rousseff;4099;Avenida Paulista
898;protestou;5680;Dilma;4398;Planaltina
